dep;jour;hosp;rea;dc;rad
15;21/11/2020;8;0;0;5
16;21/11/2020;1;0;0;2
17;21/11/2020;3;0;2;4
18;21/11/2020;10;0;0;4
19;21/11/2020;6;1;0;4
21;21/11/2020;17;2;3;17
22;21/11/2020;3;0;1;2
23;21/11/2020;6;0;0;5
24;21/11/2020;1;0;0;1
25;21/11/2020;3;1;2;11
26;21/11/2020;15;2;4;30
27;21/11/2020;19;3;4;32
28;21/11/2020;3;2;1;4
29;21/11/2020;5;0;0;5
2A;21/11/2020;0;0;0;3
2B;21/11/2020;1;1;0;3
30;21/11/2020;7;2;6;11
31;21/11/2020;30;5;8;36
32;21/11/2020;1;0;0;2
33;21/11/2020;8;1;2;22
34;21/11/2020;22;6;2;18
35;21/11/2020;6;1;0;8
36;21/11/2020;4;0;1;2
37;21/11/2020;8;2;2;11
38;21/11/2020;89;13;12;90
39;21/11/2020;10;3;1;17
40;21/11/2020;4;0;1;12
41;21/11/2020;6;0;0;7
42;21/11/2020;31;3;3;29
43;21/11/2020;4;0;1;11
44;21/11/2020;14;2;4;19
45;21/11/2020;1;0;1;18
46;21/11/2020;5;0;0;2
47;21/11/2020;3;1;0;7
48;21/11/2020;0;0;1;4
49;21/11/2020;21;2;2;21
50;21/11/2020;7;1;0;5
51;21/11/2020;8;1;1;3
52;21/11/2020;5;1;1;3
53;21/11/2020;9;2;0;3
54;21/11/2020;23;3;4;18
55;21/11/2020;4;0;1;6
56;21/11/2020;10;1;3;11
57;21/11/2020;23;4;6;25
58;21/11/2020;28;0;11;11
59;21/11/2020;67;11;6;102
60;21/11/2020;8;2;3;8
61;21/11/2020;3;0;2;3
62;21/11/2020;43;11;9;55
63;21/11/2020;19;3;3;16
64;21/11/2020;12;0;3;26
65;21/11/2020;11;0;1;13
66;21/11/2020;9;1;1;13
67;21/11/2020;28;5;1;18
68;21/11/2020;24;1;3;20
69;21/11/2020;71;13;14;59
70;21/11/2020;3;1;0;7
71;21/11/2020;34;6;6;29
72;21/11/2020;20;1;2;15
73;21/11/2020;20;1;10;15
74;21/11/2020;36;1;7;53
75;21/11/2020;48;14;9;62
76;21/11/2020;16;3;6;26
77;21/11/2020;16;8;8;21
78;21/11/2020;25;4;4;17
79;21/11/2020;10;0;1;7
80;21/11/2020;1;0;0;0
81;21/11/2020;5;1;1;9
82;21/11/2020;5;1;0;5
83;21/11/2020;22;1;3;12
84;21/11/2020;34;3;2;30
85;21/11/2020;3;0;1;8
86;21/11/2020;4;0;3;13
87;21/11/2020;3;0;1;9
88;21/11/2020;12;0;3;11
89;21/11/2020;18;4;3;6
90;21/11/2020;0;0;0;0
91;21/11/2020;27;1;3;34
92;21/11/2020;32;3;2;24
93;21/11/2020;35;12;9;45
94;21/11/2020;55;10;8;38
95;21/11/2020;39;2;12;46
971;21/11/2020;0;0;0;0
972;21/11/2020;4;1;0;4
973;21/11/2020;0;0;0;0
974;21/11/2020;12;1;0;11
976;21/11/2020;1;0;0;2
1;22/11/2020;4;0;2;4
2;22/11/2020;5;2;4;0
3;22/11/2020;8;0;4;9
4;22/11/2020;3;0;0;3
5;22/11/2020;8;0;2;3
6;22/11/2020;15;3;1;6
7;22/11/2020;3;1;2;2
8;22/11/2020;4;1;2;10
9;22/11/2020;1;0;0;1
10;22/11/2020;9;0;2;2
11;22/11/2020;2;1;0;1
12;22/11/2020;1;1;1;0
13;22/11/2020;53;11;14;27
14;22/11/2020;5;1;0;6
15;22/11/2020;3;0;0;0
16;22/11/2020;0;0;0;0
17;22/11/2020;5;0;1;5
18;22/11/2020;7;1;5;1
19;22/11/2020;2;0;1;2
21;22/11/2020;10;3;1;5
22;22/11/2020;2;1;1;2
23;22/11/2020;2;0;0;0
24;22/11/2020;3;2;0;0
25;22/11/2020;30;8;1;4
26;22/11/2020;10;3;1;9
27;22/11/2020;4;0;0;0
28;22/11/2020;9;0;1;2
29;22/11/2020;2;0;2;0
2A;22/11/2020;1;0;0;3
2B;22/11/2020;2;0;0;2
30;22/11/2020;3;1;2;10
31;22/11/2020;9;3;0;6
32;22/11/2020;1;0;0;0
33;22/11/2020;6;1;1;6
34;22/11/2020;8;1;7;4
35;22/11/2020;7;2;3;4
36;22/11/2020;7;0;0;6
37;22/11/2020;0;0;0;3
38;22/11/2020;29;8;8;9
39;22/11/2020;4;0;3;0
40;22/11/2020;0;0;0;0
41;22/11/2020;2;0;0;1
42;22/11/2020;17;2;7;20
43;22/11/2020;9;2;1;4
44;22/11/2020;6;1;4;6
45;22/11/2020;3;1;0;5
46;22/11/2020;2;0;0;0
47;22/11/2020;1;1;1;0
48;22/11/2020;4;0;0;1
49;22/11/2020;12;3;3;2
50;22/11/2020;7;0;0;4
51;22/11/2020;12;2;2;7
52;22/11/2020;5;0;2;3
53;22/11/2020;8;0;4;6
54;22/11/2020;11;0;5;7
55;22/11/2020;0;0;0;1
56;22/11/2020;2;0;1;3
57;22/11/2020;22;4;7;5
58;22/11/2020;5;0;1;0
59;22/11/2020;57;9;11;40
60;22/11/2020;15;0;4;3
61;22/11/2020;4;0;1;0
62;22/11/2020;14;4;3;16
63;22/11/2020;6;4;1;1
64;22/11/2020;14;1;6;5
65;22/11/2020;6;1;0;1
66;22/11/2020;5;0;2;0
67;22/11/2020;11;4;6;1
68;22/11/2020;13;2;2;6
69;22/11/2020;46;13;11;17
70;22/11/2020;2;0;1;3
71;22/11/2020;23;4;5;7
72;22/11/2020;10;0;1;3
73;22/11/2020;14;1;2;8
74;22/11/2020;24;4;7;26
75;22/11/2020;30;9;5;17
76;22/11/2020;15;1;4;11
77;22/11/2020;4;3;1;10
78;22/11/2020;14;3;5;6
79;22/11/2020;3;0;1;0
80;22/11/2020;13;0;0;0
81;22/11/2020;2;1;0;4
82;22/11/2020;5;0;0;1
83;22/11/2020;13;1;2;7
84;22/11/2020;15;2;4;9
85;22/11/2020;2;1;0;0
86;22/11/2020;0;0;0;0
87;22/11/2020;1;0;0;2
88;22/11/2020;8;3;1;0
89;22/11/2020;17;0;1;9
90;22/11/2020;13;3;3;10
91;22/11/2020;9;3;2;3
92;22/11/2020;8;5;3;8
93;22/11/2020;15;3;1;8
94;22/11/2020;14;8;7;24
95;22/11/2020;20;4;1;6
971;22/11/2020;0;0;0;2
972;22/11/2020;1;2;1;3
973;22/11/2020;0;0;0;1
974;22/11/2020;5;1;0;3
976;22/11/2020;0;0;0;0
1;23/11/2020;16;0;1;5
2;23/11/2020;13;1;6;16
3;23/11/2020;13;3;6;7
4;23/11/2020;8;1;1;2
5;23/11/2020;7;0;3;2
6;23/11/2020;22;5;5;26
7;23/11/2020;10;4;5;11
8;23/11/2020;10;0;0;0
9;23/11/2020;0;0;0;2
10;23/11/2020;11;3;1;0
11;23/11/2020;7;1;0;8
12;23/11/2020;7;1;3;0
13;23/11/2020;37;8;33;41
14;23/11/2020;10;1;1;5
15;23/11/2020;5;2;0;1
16;23/11/2020;1;0;2;1
17;23/11/2020;6;1;1;0
18;23/11/2020;12;0;5;2
19;23/11/2020;2;2;0;3
21;23/11/2020;13;6;3;8
22;23/11/2020;5;0;3;8
23;23/11/2020;2;1;1;4
24;23/11/2020;7;0;0;7
25;23/11/2020;15;8;7;8
26;23/11/2020;9;2;11;25
27;23/11/2020;14;3;3;2
28;23/11/2020;9;2;4;1
29;23/11/2020;2;0;2;0
2A;23/11/2020;0;0;0;1
2B;23/11/2020;0;0;0;0
30;23/11/2020;7;1;5;5
31;23/11/2020;18;1;5;10
32;23/11/2020;1;0;2;0
33;23/11/2020;20;4;7;12
34;23/11/2020;15;4;10;41
35;23/11/2020;6;0;5;3
36;23/11/2020;7;0;4;4
37;23/11/2020;7;1;4;4
38;23/11/2020;57;9;16;24
39;23/11/2020;5;0;2;7
40;23/11/2020;5;0;5;11
41;23/11/2020;4;0;1;4
42;23/11/2020;27;3;14;27
43;23/11/2020;6;1;6;5
44;23/11/2020;29;3;6;10
45;23/11/2020;4;4;2;8
46;23/11/2020;0;1;2;0
47;23/11/2020;5;2;1;0
48;23/11/2020;3;0;0;0
49;23/11/2020;16;5;5;9
50;23/11/2020;17;1;3;10
51;23/11/2020;21;4;2;5
52;23/11/2020;7;2;4;7
53;23/11/2020;3;0;0;0
54;23/11/2020;10;1;2;6
55;23/11/2020;7;1;1;0
56;23/11/2020;5;1;1;4
57;23/11/2020;31;3;13;21
58;23/11/2020;2;2;3;1
59;23/11/2020;70;24;35;38
60;23/11/2020;11;2;1;3
61;23/11/2020;9;2;2;6
62;23/11/2020;38;4;12;12
63;23/11/2020;19;1;9;12
64;23/11/2020;14;0;7;13
65;23/11/2020;8;3;4;1
66;23/11/2020;3;1;1;4
67;23/11/2020;36;2;14;28
68;23/11/2020;15;3;4;6
69;23/11/2020;62;8;17;62
70;23/11/2020;9;3;4;2
71;23/11/2020;23;3;7;9
72;23/11/2020;11;2;2;2
73;23/11/2020;35;3;10;25
74;23/11/2020;23;9;10;17
75;23/11/2020;37;10;14;30
76;23/11/2020;19;2;7;7
77;23/11/2020;19;4;4;18
78;23/11/2020;25;2;13;15
79;23/11/2020;6;1;1;7
80;23/11/2020;9;2;5;11
81;23/11/2020;6;1;4;1
82;23/11/2020;12;4;2;4
83;23/11/2020;11;4;9;20
84;23/11/2020;7;1;4;9
85;23/11/2020;11;2;3;4
86;23/11/2020;2;0;1;0
87;23/11/2020;5;1;3;4
88;23/11/2020;17;0;5;6
89;23/11/2020;9;4;3;4
90;23/11/2020;15;1;3;0
91;23/11/2020;13;1;6;10
92;23/11/2020;41;9;5;31
93;23/11/2020;29;4;6;34
94;23/11/2020;45;6;10;41
95;23/11/2020;26;3;12;24
971;23/11/2020;1;1;2;3
972;23/11/2020;2;0;0;1
973;23/11/2020;7;1;0;2
974;23/11/2020;1;1;1;0
976;23/11/2020;1;0;1;0
1;24/11/2020;19;2;11;38
2;24/11/2020;28;0;7;31
3;24/11/2020;23;0;10;17
4;24/11/2020;29;0;4;22
5;24/11/2020;10;2;2;7
6;24/11/2020;27;7;3;18
7;24/11/2020;15;2;1;15
8;24/11/2020;14;0;3;4
9;24/11/2020;0;0;0;2
10;24/11/2020;7;2;1;2
11;24/11/2020;4;0;0;9
12;24/11/2020;0;0;4;8
13;24/11/2020;99;16;20;109
14;24/11/2020;19;4;5;16
15;24/11/2020;2;1;0;5
16;24/11/2020;0;0;1;5
17;24/11/2020;5;2;4;0
18;24/11/2020;9;0;4;14
19;24/11/2020;2;1;1;18
21;24/11/2020;20;6;2;18
22;24/11/2020;3;1;0;3
23;24/11/2020;3;0;0;3
24;24/11/2020;1;2;1;5
25;24/11/2020;20;0;3;26
26;24/11/2020;19;1;5;22
27;24/11/2020;5;0;2;9
28;24/11/2020;3;1;0;18
29;24/11/2020;2;1;0;11
2A;24/11/2020;0;0;0;5
2B;24/11/2020;0;0;0;4
30;24/11/2020;18;4;1;17
31;24/11/2020;18;6;5;27
32;24/11/2020;1;0;0;2
33;24/11/2020;10;0;8;13
34;24/11/2020;15;7;6;25
35;24/11/2020;9;3;2;13
36;24/11/2020;4;1;1;2
37;24/11/2020;10;0;5;12
38;24/11/2020;56;10;9;33
39;24/11/2020;10;0;6;10
40;24/11/2020;7;1;2;3
41;24/11/2020;6;3;2;9
42;24/11/2020;28;4;4;42
43;24/11/2020;14;0;4;8
44;24/11/2020;31;5;6;50
45;24/11/2020;21;3;3;21
46;24/11/2020;3;0;2;4
47;24/11/2020;6;0;2;9
48;24/11/2020;4;0;0;7
49;24/11/2020;10;3;4;23
50;24/11/2020;4;2;2;4
51;24/11/2020;15;4;5;17
52;24/11/2020;11;0;3;5
53;24/11/2020;10;0;2;13
54;24/11/2020;17;0;6;23
55;24/11/2020;10;1;1;8
56;24/11/2020;6;0;3;14
57;24/11/2020;39;6;15;34
58;24/11/2020;4;1;1;6
59;24/11/2020;69;9;17;120
60;24/11/2020;11;2;3;19
61;24/11/2020;8;0;5;6
62;24/11/2020;63;8;18;68
63;24/11/2020;14;2;4;23
64;24/11/2020;26;3;1;34
65;24/11/2020;17;2;7;10
66;24/11/2020;0;0;1;10
67;24/11/2020;20;3;8;26
68;24/11/2020;18;3;1;23
69;24/11/2020;82;17;24;125
70;24/11/2020;6;1;0;9
71;24/11/2020;42;8;9;51
72;24/11/2020;15;2;2;20
73;24/11/2020;20;5;12;33
74;24/11/2020;43;9;12;43
75;24/11/2020;59;11;12;42
76;24/11/2020;30;3;7;28
77;24/11/2020;45;8;10;53
78;24/11/2020;55;6;14;38
79;24/11/2020;9;0;4;11
80;24/11/2020;15;4;2;13
81;24/11/2020;7;1;2;12
82;24/11/2020;8;2;2;18
83;24/11/2020;30;4;10;39
84;24/11/2020;14;0;6;25
85;24/11/2020;8;3;0;4
86;24/11/2020;8;3;5;7
87;24/11/2020;6;0;1;11
88;24/11/2020;19;2;5;23
89;24/11/2020;8;0;2;15
90;24/11/2020;11;0;3;11
91;24/11/2020;37;3;7;47
92;24/11/2020;42;8;14;59
93;24/11/2020;54;12;11;57
94;24/11/2020;43;7;7;49
95;24/11/2020;19;3;4;17
971;24/11/2020;1;1;0;0
972;24/11/2020;3;0;0;3
973;24/11/2020;11;0;0;7
974;24/11/2020;4;0;1;7
976;24/11/2020;1;0;0;1
1;25/11/2020;18;2;6;11
2;25/11/2020;13;1;1;12
3;25/11/2020;15;2;5;18
4;25/11/2020;11;0;0;16
5;25/11/2020;6;1;2;7
6;25/11/2020;19;0;4;20
7;25/11/2020;11;1;1;12
8;25/11/2020;6;1;5;7
9;25/11/2020;1;0;0;2
10;25/11/2020;20;6;4;13
11;25/11/2020;2;1;2;2
12;25/11/2020;2;0;2;4
13;25/11/2020;74;8;14;87
14;25/11/2020;8;1;4;9
15;25/11/2020;0;0;0;2
16;25/11/2020;4;1;0;5
17;25/11/2020;4;0;2;6
18;25/11/2020;11;0;1;9
19;25/11/2020;4;0;0;4
21;25/11/2020;23;5;5;27
22;25/11/2020;8;1;3;6
23;25/11/2020;3;0;1;4
24;25/11/2020;3;0;0;6
25;25/11/2020;10;4;2;21
26;25/11/2020;15;2;4;22
27;25/11/2020;14;2;2;14
28;25/11/2020;4;1;1;10
29;25/11/2020;6;3;2;8
2A;25/11/2020;1;1;0;0
2B;25/11/2020;0;0;0;1
30;25/11/2020;17;1;1;12
31;25/11/2020;15;5;4;26
32;25/11/2020;0;0;1;1
33;25/11/2020;24;3;5;21
34;25/11/2020;18;6;4;28
35;25/11/2020;11;0;3;13
36;25/11/2020;4;0;0;5
37;25/11/2020;17;4;4;8
38;25/11/2020;55;7;22;43
39;25/11/2020;2;0;2;6
40;25/11/2020;1;0;2;6
41;25/11/2020;12;1;4;5
42;25/11/2020;38;6;8;26
43;25/11/2020;9;0;2;16
44;25/11/2020;7;3;4;29
45;25/11/2020;11;7;3;10
46;25/11/2020;1;0;0;2
47;25/11/2020;11;0;1;2
48;25/11/2020;4;0;0;8
49;25/11/2020;10;1;3;26
50;25/11/2020;9;3;3;18
51;25/11/2020;33;1;3;12
52;25/11/2020;2;0;2;1
53;25/11/2020;6;1;2;5
54;25/11/2020;22;3;3;16
55;25/11/2020;5;0;1;7
56;25/11/2020;4;0;4;9
57;25/11/2020;36;6;13;43
58;25/11/2020;7;1;5;6
59;25/11/2020;89;14;16;108
60;25/11/2020;31;4;4;20
61;25/11/2020;5;0;2;6
62;25/11/2020;55;7;9;65
63;25/11/2020;25;6;11;19
64;25/11/2020;26;3;10;40
65;25/11/2020;8;2;0;11
66;25/11/2020;2;1;1;9
67;25/11/2020;28;2;3;50
68;25/11/2020;17;3;0;19
69;25/11/2020;97;29;13;106
70;25/11/2020;4;2;1;12
71;25/11/2020;22;2;8;26
72;25/11/2020;13;0;2;14
73;25/11/2020;34;6;4;25
74;25/11/2020;27;6;10;36
75;25/11/2020;35;9;16;72
76;25/11/2020;27;1;13;30
77;25/11/2020;32;1;5;26
78;25/11/2020;31;1;6;31
79;25/11/2020;5;3;1;5
80;25/11/2020;7;1;3;12
81;25/11/2020;6;1;1;12
82;25/11/2020;3;0;1;3
83;25/11/2020;18;5;10;45
84;25/11/2020;22;0;4;25
85;25/11/2020;6;1;1;4
86;25/11/2020;14;2;2;29
87;25/11/2020;11;0;2;3
88;25/11/2020;23;2;4;16
89;25/11/2020;26;0;5;24
90;25/11/2020;13;2;4;12
91;25/11/2020;15;6;3;29
92;25/11/2020;57;12;4;45
93;25/11/2020;35;9;5;56
94;25/11/2020;63;5;14;51
95;25/11/2020;28;4;2;31
971;25/11/2020;2;0;0;4
972;25/11/2020;1;0;0;5
973;25/11/2020;2;0;0;6
974;25/11/2020;3;3;2;8
976;25/11/2020;2;0;0;4
1;26/11/2020;24;6;4;28
2;26/11/2020;11;0;3;9
3;26/11/2020;24;2;6;16
4;26/11/2020;7;0;1;2
5;26/11/2020;13;1;1;12
6;26/11/2020;31;7;2;16
7;26/11/2020;12;0;6;16
8;26/11/2020;3;0;1;2
9;26/11/2020;2;0;0;1
10;26/11/2020;7;1;2;6
11;26/11/2020;2;1;2;6
12;26/11/2020;2;0;0;5
13;26/11/2020;76;9;10;64
14;26/11/2020;7;0;3;13
15;26/11/2020;7;0;0;5
16;26/11/2020;5;0;0;5
17;26/11/2020;4;0;0;11
18;26/11/2020;6;2;2;8
19;26/11/2020;5;0;0;3
21;26/11/2020;15;2;3;22
22;26/11/2020;6;0;1;1
23;26/11/2020;1;1;2;4
24;26/11/2020;1;0;2;9
25;26/11/2020;7;2;5;4
26;26/11/2020;16;1;3;21
27;26/11/2020;15;1;3;14
28;26/11/2020;11;4;1;16
29;26/11/2020;2;0;1;6
2A;26/11/2020;0;0;0;1
2B;26/11/2020;0;1;0;1
30;26/11/2020;4;2;4;15
31;26/11/2020;24;6;1;17
32;26/11/2020;0;0;0;2
33;26/11/2020;23;2;3;17
34;26/11/2020;18;3;4;21
35;26/11/2020;11;1;3;13
36;26/11/2020;2;0;0;7
37;26/11/2020;5;2;1;7
38;26/11/2020;49;11;14;65
39;26/11/2020;10;0;0;12
40;26/11/2020;6;0;1;6
41;26/11/2020;2;0;0;3
42;26/11/2020;30;1;7;34
43;26/11/2020;25;1;3;45
44;26/11/2020;14;1;4;26
45;26/11/2020;11;2;1;8
46;26/11/2020;1;0;0;4
47;26/11/2020;8;0;1;1
48;26/11/2020;0;0;0;2
49;26/11/2020;13;1;3;22
50;26/11/2020;9;1;1;9
51;26/11/2020;11;1;3;11
52;26/11/2020;6;0;6;12
53;26/11/2020;7;0;4;10
54;26/11/2020;30;1;3;17
55;26/11/2020;6;0;0;4
56;26/11/2020;6;1;2;9
57;26/11/2020;30;2;11;28
58;26/11/2020;5;0;1;8
59;26/11/2020;61;10;24;87
60;26/11/2020;7;2;5;9
61;26/11/2020;20;0;2;9
62;26/11/2020;40;7;9;44
63;26/11/2020;9;2;8;8
64;26/11/2020;46;3;9;55
65;26/11/2020;7;1;1;7
66;26/11/2020;5;2;1;12
67;26/11/2020;19;3;5;17
68;26/11/2020;17;4;2;9
69;26/11/2020;75;11;13;96
70;26/11/2020;4;2;0;12
71;26/11/2020;16;1;8;26
72;26/11/2020;11;1;1;13
73;26/11/2020;16;4;12;29
74;26/11/2020;33;2;7;63
75;26/11/2020;38;7;9;64
76;26/11/2020;13;1;4;11
77;26/11/2020;28;4;5;48
78;26/11/2020;36;2;6;33
79;26/11/2020;2;0;2;3
80;26/11/2020;13;4;1;9
81;26/11/2020;12;5;1;13
82;26/11/2020;1;0;4;4
83;26/11/2020;13;4;6;15
84;26/11/2020;15;2;5;21
85;26/11/2020;9;0;4;12
86;26/11/2020;5;0;1;7
87;26/11/2020;5;0;0;4
88;26/11/2020;15;2;6;11
89;26/11/2020;14;1;3;6
90;26/11/2020;5;0;3;10
91;26/11/2020;13;1;6;26
92;26/11/2020;32;6;7;45
93;26/11/2020;27;4;1;39
94;26/11/2020;55;4;9;60
95;26/11/2020;23;4;4;17
971;26/11/2020;2;2;0;1
972;26/11/2020;3;3;0;4
973;26/11/2020;3;0;0;4
974;26/11/2020;3;0;1;4
976;26/11/2020;1;1;0;0
1;27/11/2020;12;3;9;28
2;27/11/2020;13;5;2;13
3;27/11/2020;13;1;8;14
4;27/11/2020;7;0;2;6
5;27/11/2020;6;2;3;3
6;27/11/2020;28;2;10;32
7;27/11/2020;13;1;10;17
8;27/11/2020;12;0;5;16
9;27/11/2020;2;0;1;0
10;27/11/2020;3;0;1;5
11;27/11/2020;4;0;2;3
12;27/11/2020;4;1;0;3
13;27/11/2020;68;10;12;89
14;27/11/2020;13;3;3;7
15;27/11/2020;5;0;0;2
16;27/11/2020;3;0;1;2
17;27/11/2020;6;1;1;4
18;27/11/2020;8;0;3;4
19;27/11/2020;2;0;0;4
21;27/11/2020;26;6;10;21
22;27/11/2020;9;0;1;10
23;27/11/2020;2;1;1;10
24;27/11/2020;2;0;1;3
25;27/11/2020;17;3;4;16
26;27/11/2020;16;1;5;15
27;27/11/2020;3;1;6;4
28;27/11/2020;8;4;4;11
29;27/11/2020;2;1;0;2
2A;27/11/2020;1;0;0;1
2B;27/11/2020;2;1;0;2
30;27/11/2020;9;0;1;13
31;27/11/2020;9;1;4;21
32;27/11/2020;1;0;0;2
33;27/11/2020;12;3;4;10
34;27/11/2020;16;4;5;27
35;27/11/2020;4;0;6;11
36;27/11/2020;10;2;5;6
37;27/11/2020;9;0;3;6
38;27/11/2020;41;19;22;112
39;27/11/2020;12;0;3;11
40;27/11/2020;4;0;0;5
41;27/11/2020;9;2;1;6
42;27/11/2020;18;3;5;32
43;27/11/2020;7;0;2;14
44;27/11/2020;10;3;5;16
45;27/11/2020;15;5;3;23
46;27/11/2020;1;0;0;4
47;27/11/2020;3;1;1;10
48;27/11/2020;2;0;0;2
49;27/11/2020;18;2;5;10
50;27/11/2020;9;0;1;4
51;27/11/2020;17;5;3;13
52;27/11/2020;8;0;3;7
53;27/11/2020;7;1;4;4
54;27/11/2020;25;0;7;22
55;27/11/2020;4;1;0;5
56;27/11/2020;1;1;0;14
57;27/11/2020;22;5;7;31
58;27/11/2020;6;1;2;4
59;27/11/2020;71;10;11;66
60;27/11/2020;17;2;3;16
61;27/11/2020;9;0;2;5
62;27/11/2020;36;4;10;56
63;27/11/2020;11;0;6;26
64;27/11/2020;8;0;10;13
65;27/11/2020;4;0;2;9
66;27/11/2020;1;0;1;7
67;27/11/2020;25;1;5;24
68;27/11/2020;13;3;1;37
69;27/11/2020;100;8;15;105
70;27/11/2020;3;0;2;5
71;27/11/2020;44;9;6;26
72;27/11/2020;21;0;3;8
73;27/11/2020;20;5;10;27
74;27/11/2020;20;2;6;24
75;27/11/2020;37;10;14;87
76;27/11/2020;24;2;5;29
77;27/11/2020;23;2;7;28
78;27/11/2020;38;4;7;24
79;27/11/2020;8;1;1;9
80;27/11/2020;6;1;1;9
81;27/11/2020;6;1;3;6
82;27/11/2020;19;1;0;2
83;27/11/2020;10;1;3;20
84;27/11/2020;33;2;10;36
85;27/11/2020;12;2;1;7
86;27/11/2020;5;1;1;10
87;27/11/2020;28;0;4;1
88;27/11/2020;15;1;3;19
89;27/11/2020;16;0;4;9
90;27/11/2020;13;3;2;5
91;27/11/2020;31;3;8;27
92;27/11/2020;29;10;4;32
93;27/11/2020;36;7;5;43
94;27/11/2020;37;1;9;34
95;27/11/2020;16;1;4;19
971;27/11/2020;0;0;0;2
972;27/11/2020;0;0;0;5
973;27/11/2020;2;0;0;1
974;27/11/2020;3;1;0;8
976;27/11/2020;2;1;0;2
1;28/11/2020;1;0;0;3
2;28/11/2020;9;1;1;11
3;28/11/2020;22;1;1;14
4;28/11/2020;7;0;0;2
5;28/11/2020;5;0;2;5
6;28/11/2020;17;3;5;16
7;28/11/2020;13;2;0;4
8;28/11/2020;25;1;3;6
9;28/11/2020;0;0;0;0
10;28/11/2020;12;1;2;10
11;28/11/2020;5;1;0;1
12;28/11/2020;3;0;4;4
13;28/11/2020;55;6;7;58
14;28/11/2020;8;0;3;10
15;28/11/2020;3;2;0;2
16;28/11/2020;2;0;2;10
17;28/11/2020;1;2;0;4
18;28/11/2020;14;1;3;6
19;28/11/2020;1;0;0;2
21;28/11/2020;12;1;2;13
22;28/11/2020;2;1;1;5
23;28/11/2020;0;0;1;2
24;28/11/2020;3;0;0;1
25;28/11/2020;3;3;5;14
26;28/11/2020;6;0;1;9
27;28/11/2020;7;1;2;9
28;28/11/2020;5;1;2;8
29;28/11/2020;4;0;0;0
2A;28/11/2020;0;0;0;0
2B;28/11/2020;0;0;0;0
30;28/11/2020;6;0;2;7
31;28/11/2020;8;0;2;11
32;28/11/2020;0;0;0;4
33;28/11/2020;18;0;3;24
34;28/11/2020;5;1;2;11
35;28/11/2020;6;0;2;11
36;28/11/2020;4;0;1;1
37;28/11/2020;4;0;1;2
38;28/11/2020;48;7;7;45
39;28/11/2020;5;0;0;10
40;28/11/2020;0;0;0;1
41;28/11/2020;1;0;0;0
42;28/11/2020;22;2;8;27
43;28/11/2020;1;0;1;5
44;28/11/2020;21;0;1;22
45;28/11/2020;3;1;1;8
46;28/11/2020;2;0;0;2
47;28/11/2020;6;1;2;4
48;28/11/2020;2;0;0;1
49;28/11/2020;11;2;2;13
50;28/11/2020;0;0;1;7
51;28/11/2020;8;3;0;11
52;28/11/2020;2;0;1;3
53;28/11/2020;5;0;1;16
54;28/11/2020;17;2;2;20
55;28/11/2020;6;0;1;3
56;28/11/2020;3;0;0;8
57;28/11/2020;23;3;4;15
58;28/11/2020;5;1;1;5
59;28/11/2020;45;11;10;68
60;28/11/2020;8;0;0;6
61;28/11/2020;6;1;1;8
62;28/11/2020;25;3;5;32
63;28/11/2020;7;2;5;17
64;28/11/2020;19;0;1;13
65;28/11/2020;4;0;3;9
66;28/11/2020;0;0;1;4
67;28/11/2020;13;1;4;25
68;28/11/2020;22;4;0;12
69;28/11/2020;49;9;11;57
70;28/11/2020;5;0;0;3
71;28/11/2020;13;4;2;18
72;28/11/2020;6;0;1;6
73;28/11/2020;3;1;0;21
74;28/11/2020;32;1;8;32
75;28/11/2020;22;4;7;35
76;28/11/2020;16;0;4;30
77;28/11/2020;14;2;4;18
78;28/11/2020;17;2;1;15
79;28/11/2020;5;0;0;2
80;28/11/2020;4;1;2;5
81;28/11/2020;6;2;1;4
82;28/11/2020;6;1;2;21
83;28/11/2020;9;1;3;15
84;28/11/2020;1;0;0;13
85;28/11/2020;5;0;3;8
86;28/11/2020;8;0;0;8
87;28/11/2020;7;0;4;7
88;28/11/2020;9;0;7;22
89;28/11/2020;6;0;3;7
90;28/11/2020;5;4;6;11
91;28/11/2020;25;2;2;15
92;28/11/2020;23;1;5;47
93;28/11/2020;9;3;6;12
94;28/11/2020;16;7;6;24
95;28/11/2020;13;2;1;45
971;28/11/2020;0;1;0;2
972;28/11/2020;1;0;1;9
973;28/11/2020;2;0;0;0
974;28/11/2020;3;1;0;3
976;28/11/2020;0;0;0;2
1;29/11/2020;7;0;5;5
2;29/11/2020;7;0;1;0
3;29/11/2020;10;1;3;0
4;29/11/2020;20;0;3;2
5;29/11/2020;3;1;3;1
6;29/11/2020;14;0;2;5
7;29/11/2020;8;1;2;1
8;29/11/2020;1;1;3;3
9;29/11/2020;1;0;2;1
10;29/11/2020;6;2;3;1
11;29/11/2020;2;1;0;0
12;29/11/2020;2;1;2;1
13;29/11/2020;28;3;3;19
14;29/11/2020;8;0;0;0
15;29/11/2020;1;1;0;0
16;29/11/2020;0;0;1;0
17;29/11/2020;0;0;0;1
18;29/11/2020;5;0;3;0
19;29/11/2020;1;0;1;0
21;29/11/2020;8;0;2;6
22;29/11/2020;2;0;0;1
23;29/11/2020;0;0;0;0
24;29/11/2020;4;0;1;2
25;29/11/2020;8;3;2;6
26;29/11/2020;2;0;3;2
27;29/11/2020;1;0;0;0
28;29/11/2020;8;1;2;0
